"Date","Price","Open","High","Low","Vol.","Change %"
"11/02/2021","12,485","12,520","12,525","12,460","1.34M","-0.16%"
"11/01/2021","12,505","12,360","12,545","12,355","4.26M","2.33%"
"10/29/2021","12,220","12,270","12,275","12,215","2.27M","-0.08%"
"10/28/2021","12,230","12,240","12,275","12,225","2.30M","1.41%"
"10/27/2021","12,060","12,030","12,065","11,990","852.83K","0.37%"
"10/26/2021","12,015","11,990","12,030","11,970","924.70K","1.14%"
"10/25/2021","11,880","11,895","11,935","11,855","1.31M","-1.29%"
"10/22/2021","12,035","12,065","12,080","12,030","862.05K","0.21%"
"10/21/2021","12,010","12,025","12,025","11,965","596.65K","-0.17%"
"10/20/2021","12,030","12,100","12,110","12,025","907.31K","-0.29%"
"10/19/2021","12,065","12,100","12,105","12,055","1.20M","1.39%"
"10/18/2021","11,900","11,885","11,935","11,885","895.98K","0.34%"
"10/15/2021","11,860","11,850","11,865","11,815","969.92K","1.28%"
"10/14/2021","11,710","11,680","11,715","11,665","573.38K","0.77%"
"10/13/2021","11,620","11,640","11,640","11,590","813.49K","-0.34%"
"10/12/2021","11,660","11,700","11,700","11,650","673.08K","-0.98%"
"10/08/2021","11,775","11,810","11,815","11,765","866.08K","0.00%"
"10/07/2021","11,775","11,700","11,775","11,685","1.06M","2.66%"
"10/06/2021","11,470","11,520","11,535","11,450","690.68K","1.10%"
"10/05/2021","11,345","11,300","11,390","11,290","1.82M","-0.79%"
"10/01/2021","11,435","11,520","11,550","11,430","1.55M","-1.80%"
"09/30/2021","11,645","11,600","11,655","11,575","1.24M","0.39%"
"09/29/2021","11,600","11,565","11,630","11,565","1.95M","-2.15%"
"09/28/2021","11,855","11,850","11,890","11,845","1.59M","-1.17%"
"09/27/2021","11,995","11,900","12,000","11,900","1.81M","0.93%"
"09/24/2021","11,885","11,915","11,920","11,860","2.03M","0.00%"
"09/23/2021","11,885","11,865","11,955","11,860","4.34M","-2.18%"
"09/17/2021","12,150","12,100","12,160","12,100","1.58M","0.50%"
"09/16/2021","12,090","12,095","12,095","12,060","1.08M","0.71%"
"09/15/2021","12,005","12,010","12,050","12,000","1.60M","-0.29%"
"09/14/2021","12,040","12,075","12,075","12,025","2.04M","-0.41%"
"09/13/2021","12,090","12,065","12,090","12,040","2.76M","-0.74%"
"09/10/2021","12,180","12,150","12,190","12,145","1.60M","0.08%"
"09/09/2021","12,170","12,165","12,200","12,155","1.61M","-0.41%"
"09/08/2021","12,220","12,150","12,220","12,150","1.85M","0.83%"
"09/07/2021","12,120","12,085","12,120","12,080","1.58M","0.37%"
"09/06/2021","12,075","12,045","12,085","12,040","1.82M","0.08%"
"09/03/2021","12,065","12,070","12,070","12,015","2.41M","-0.49%"
"09/02/2021","12,125","12,075","12,125","12,065","1.87M","0.21%"
"09/01/2021","12,100","12,090","12,100","12,030","2.69M","-0.12%"
"08/31/2021","12,115","12,085","12,135","12,075","3.59M","1.25%"
"08/30/2021","11,965","11,930","11,965","11,905","2.02M","0.72%"
"08/27/2021","11,880","11,855","11,890","11,845","1.49M","-0.25%"
"08/26/2021","11,910","11,870","11,910","11,840","1.27M","0.13%"
"08/25/2021","11,895","11,875","11,900","11,845","1.54M","0.13%"
"08/24/2021","11,880","11,850","11,890","11,845","2.45M","0.51%"
"08/23/2021","11,820","11,780","11,820","11,730","2.17M","1.63%"
"08/20/2021","11,630","11,605","11,630","11,570","1.18M","1.17%"
"08/19/2021","11,495","11,490","11,560","11,485","1.59M","-1.16%"
"08/18/2021","11,630","11,670","11,670","11,600","2.01M","-0.94%"
"08/17/2021","11,740","11,645","11,770","11,645","2.31M","1.08%"
"08/13/2021","11,615","11,550","11,630","11,545","1.46M","1.57%"
"08/12/2021","11,435","11,375","11,440","11,360","871.37K","0.26%"
"08/11/2021","11,405","11,385","11,430","11,365","861.94K","0.04%"
"08/10/2021","11,400","11,380","11,410","11,365","872.77K","0.48%"
"08/09/2021","11,345","11,340","11,345","11,320","1.31M","-0.53%"
"08/06/2021","11,405","11,395","11,405","11,380","1.17M","0.48%"
"08/05/2021","11,350","11,345","11,355","11,315","1.19M","0.00%"
"08/04/2021","11,350","11,375","11,375","11,320","1.20M","0.22%"
"08/03/2021","11,325","11,315","11,340","11,295","1.40M","-0.66%"
"08/02/2021","11,400","11,335","11,400","11,310","1.17M","1.15%"
"07/30/2021","11,270","11,285","11,285","11,235","2.97M","-1.79%"
"07/29/2021","11,475","11,505","11,525","11,405","2.26M","-0.35%"
"07/28/2021","11,515","11,450","11,515","11,445","1.94M","-0.82%"
"07/27/2021","11,610","11,625","11,625","11,585","1.82M","0.04%"
"07/26/2021","11,605","11,520","11,605","11,520","2.26M","1.71%"
"07/23/2021","11,410","11,365","11,425","11,365","1.27M","1.33%"
"07/22/2021","11,260","11,245","11,275","11,230","1.26M","0.63%"
"07/21/2021","11,190","11,200","11,200","11,150","840.65K","0.36%"
"07/20/2021","11,150","11,055","11,150","11,050","1.48M","0.31%"
"07/19/2021","11,115","11,065","11,115","11,045","1.04M","-0.71%"
"07/16/2021","11,195","11,200","11,210","11,165","1.76M","-1.28%"
"07/15/2021","11,340","11,345","11,355","11,300","1.52M","0.09%"
"07/14/2021","11,330","11,300","11,345","11,295","1.31M","0.31%"
"07/13/2021","11,295","11,270","11,315","11,260","1.78M","0.22%"
"07/12/2021","11,270","11,280","11,280","11,240","1.77M","0.40%"
"07/09/2021","11,225","11,170","11,225","11,140","1.49M","-0.22%"
"07/08/2021","11,250","11,170","11,255","11,170","1.75M","1.35%"
"07/07/2021","11,100","11,015","11,115","11,015","1.44M","1.79%"
"07/06/2021","10,905","10,930","10,945","10,890","1.05M","-0.05%"
"07/05/2021","10,910","10,860","10,935","10,860","867.68K","1.25%"
"07/02/2021","10,775","10,770","10,775","10,730","616.02K","0.23%"
"07/01/2021","10,750","10,700","10,755","10,690","590.15K","0.33%"
"06/30/2021","10,715","10,665","10,745","10,665","781.21K","0.61%"
"06/29/2021","10,650","10,655","10,680","10,640","614.82K","0.90%"
"06/28/2021","10,555","10,520","10,565","10,505","947.68K","-0.24%"
"06/25/2021","10,580","10,610","10,610","10,555","1.00M","-0.61%"
"06/24/2021","10,645","10,635","10,665","10,615","881.11K","0.00%"
"06/23/2021","10,645","10,540","10,645","10,540","869.86K","1.67%"
"06/22/2021","10,470","10,445","10,475","10,410","571.54K","0.34%"
"06/21/2021","10,435","10,415","10,435","10,355","1.18M","-0.24%"
"06/18/2021","10,460","10,325","10,485","10,325","843.90K","2.55%"
"06/17/2021","10,200","10,160","10,205","10,140","460.59K","0.44%"
"06/16/2021","10,155","10,150","10,170","10,145","443.67K","-0.64%"
"06/15/2021","10,220","10,170","10,235","10,170","653.00K","1.29%"
"06/14/2021","10,090","10,030","10,100","10,030","560.74K","0.95%"
"06/11/2021","9,995","9,975","10,015","9,975","505.18K","0.71%"
"06/10/2021","9,925","9,920","9,945","9,910","268.79K","0.05%"
"06/09/2021","9,920","9,920","9,945","9,910","277.66K","0.20%"
"06/08/2021","9,900","9,875","9,910","9,850","425.59K","1.02%"
"06/07/2021","9,800","9,815","9,830","9,790","272.43K","1.29%"
"06/04/2021","9,675","9,675","9,695","9,660","352.14K","-1.17%"
"06/03/2021","9,790","9,785","9,800","9,770","226.34K","0.36%"
"06/02/2021","9,755","9,725","9,765","9,705","346.03K","0.31%"
"06/01/2021","9,725","9,800","9,800","9,710","381.58K","-0.51%"
"05/31/2021","9,775","9,815","9,825","9,770","408.71K","-0.51%"
"05/28/2021","9,825","9,860","9,865","9,825","214.85K","-0.35%"
"05/27/2021","9,860","9,880","9,890","9,835","448.19K","-0.10%"
"05/26/2021","9,870","9,925","9,935","9,855","262.98K","-0.45%"
"05/25/2021","9,915","9,890","9,935","9,865","336.06K","2.11%"
"05/24/2021","9,710","9,705","9,740","9,685","280.46K","-0.82%"
"05/21/2021","9,790","9,830","9,835","9,770","198.55K","1.19%"
"05/20/2021","9,675","9,665","9,675","9,605","267.15K","-1.28%"
"05/18/2021","9,800","9,775","9,810","9,745","481.66K","0.41%"
"05/17/2021","9,760","9,750","9,785","9,675","299.45K","1.77%"
"05/14/2021","9,590","9,505","9,605","9,505","297.89K","1.11%"
"05/13/2021","9,485","9,410","9,500","9,400","549.44K","-1.40%"
"05/12/2021","9,620","9,620","9,650","9,545","510.66K","0.42%"
"05/11/2021","9,580","9,595","9,610","9,515","778.61K","-3.09%"
"05/10/2021","9,885","9,940","9,955","9,885","461.21K","-0.45%"
"05/07/2021","9,930","9,920","9,960","9,910","1.16M","0.66%"
"05/06/2021","9,865","9,875","9,875","9,820","1.05M","-2.04%"
"05/04/2021","10,070","10,100","10,100","10,015","669.68K","-0.69%"
"05/03/2021","10,140","10,085","10,155","10,080","808.59K","0.75%"
"04/30/2021","10,065","10,055","10,065","10,025","674.52K","-0.45%"
"04/29/2021","10,110","10,095","10,125","10,070","964.00K","0.35%"
"04/28/2021","10,075","10,080","10,090","10,055","375.54K","-0.44%"
"04/27/2021","10,120","10,080","10,120","10,070","835.39K","0.75%"
"04/26/2021","10,045","10,050","10,085","10,025","742.52K","0.85%"
"04/23/2021","9,960","10,005","10,005","9,950","1.03M","-1.58%"
"04/22/2021","10,120","10,090","10,120","10,065","512.09K","1.05%"
"04/21/2021","10,015","10,040","10,040","9,990","783.24K","-0.89%"
"04/20/2021","10,105","10,130","10,145","10,085","1.75M","-1.03%"
"04/19/2021","10,210","10,195","10,230","10,160","1.63M","0.29%"
"04/16/2021","10,180","10,220","10,220","10,155","937.66K","1.24%"
"04/15/2021","10,055","10,045","10,060","10,015","1.25M","-1.52%"
"04/14/2021","10,210","10,275","10,275","10,200","1.08M","0.94%"
"04/13/2021","10,115","10,175","10,175","10,115","1.09M","-0.59%"
"04/12/2021","10,175","10,085","10,175","10,060","1.62M","1.65%"
